query_id,category,method,conversation,csv_candidates,cass_candidates,neo4j_candidates,candidate_match,top10_exact_match_cass,top10_exact_match_neo4j,csv_top10,cass_top10,neo4j_top10
conv-26_qa_107,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_5_D5:5;conv-26_session_7_D7:20;conv-26_session_7_D7:23;conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16;conv-26_session_12_D12:13;conv-26_session_12_D12:3,conv-26_session_5_D5:5;conv-26_session_7_D7:20;conv-26_session_7_D7:23;conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16;conv-26_session_12_D12:13;conv-26_session_12_D12:3,conv-26_session_5_D5:5;conv-26_session_7_D7:20;conv-26_session_7_D7:23;conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16;conv-26_session_12_D12:13;conv-26_session_12_D12:3
conv-26_qa_108,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_7_D7:20;conv-26_session_10_D10:1;conv-26_session_10_D10:4;conv-26_session_13_D13:1;conv-26_session_13_D13:15;conv-26_session_15_D15:1;conv-26_session_15_D15:4;conv-26_session_17_D17:25;conv-26_session_17_D17:5;conv-26_session_17_D17:9,conv-26_session_7_D7:20;conv-26_session_10_D10:1;conv-26_session_10_D10:4;conv-26_session_13_D13:1;conv-26_session_13_D13:15;conv-26_session_15_D15:1;conv-26_session_15_D15:4;conv-26_session_17_D17:25;conv-26_session_17_D17:5;conv-26_session_17_D17:9,conv-26_session_7_D7:20;conv-26_session_10_D10:1;conv-26_session_10_D10:4;conv-26_session_13_D13:1;conv-26_session_13_D13:15;conv-26_session_15_D15:1;conv-26_session_15_D15:4;conv-26_session_17_D17:25;conv-26_session_17_D17:5;conv-26_session_17_D17:9
conv-26_qa_109,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_16_D16:4;conv-26_session_18_D18:6;conv-26_session_8_D8:2;conv-26_session_10_D10:19;conv-26_session_12_D12:15;conv-26_session_12_D12:19;conv-26_session_14_D14:21;conv-26_session_14_D14:28;conv-26_session_14_D14:3;conv-26_session_14_D14:35,conv-26_session_16_D16:4;conv-26_session_18_D18:6;conv-26_session_8_D8:2;conv-26_session_10_D10:19;conv-26_session_12_D12:15;conv-26_session_12_D12:19;conv-26_session_14_D14:21;conv-26_session_14_D14:28;conv-26_session_14_D14:3;conv-26_session_14_D14:35,conv-26_session_16_D16:4;conv-26_session_18_D18:6;conv-26_session_8_D8:2;conv-26_session_10_D10:19;conv-26_session_12_D12:15;conv-26_session_12_D12:19;conv-26_session_14_D14:21;conv-26_session_14_D14:28;conv-26_session_14_D14:3;conv-26_session_14_D14:35
conv-26_qa_11,1,BM25,conv-26,419,419,419,True,True,True,conv-26_session_15_D15:21;conv-26_session_15_D15:4;conv-26_session_16_D16:2;conv-26_session_17_D17:10;conv-26_session_18_D18:17;conv-26_session_1_D1:4;conv-26_session_3_D3:1;conv-26_session_3_D3:16;conv-26_session_3_D3:18;conv-26_session_4_D4:5,conv-26_session_15_D15:21;conv-26_session_15_D15:4;conv-26_session_16_D16:2;conv-26_session_17_D17:10;conv-26_session_18_D18:17;conv-26_session_1_D1:4;conv-26_session_3_D3:1;conv-26_session_3_D3:16;conv-26_session_3_D3:18;conv-26_session_4_D4:5,conv-26_session_15_D15:21;conv-26_session_15_D15:4;conv-26_session_16_D16:2;conv-26_session_17_D17:10;conv-26_session_18_D18:17;conv-26_session_1_D1:4;conv-26_session_3_D3:1;conv-26_session_3_D3:16;conv-26_session_3_D3:18;conv-26_session_4_D4:5
conv-26_qa_110,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_16_D16:4;conv-26_session_18_D18:6;conv-26_session_2_D2:16;conv-26_session_8_D8:4;conv-26_session_10_D10:19;conv-26_session_12_D12:15;conv-26_session_12_D12:19;conv-26_session_14_D14:21;conv-26_session_14_D14:28;conv-26_session_14_D14:3,conv-26_session_16_D16:4;conv-26_session_18_D18:6;conv-26_session_2_D2:16;conv-26_session_8_D8:4;conv-26_session_10_D10:19;conv-26_session_12_D12:15;conv-26_session_12_D12:19;conv-26_session_14_D14:21;conv-26_session_14_D14:28;conv-26_session_14_D14:3,conv-26_session_16_D16:4;conv-26_session_18_D18:6;conv-26_session_2_D2:16;conv-26_session_8_D8:4;conv-26_session_10_D10:19;conv-26_session_12_D12:15;conv-26_session_12_D12:19;conv-26_session_14_D14:21;conv-26_session_14_D14:28;conv-26_session_14_D14:3
conv-26_qa_111,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_14_D14:4;conv-26_session_8_D8:5;conv-26_session_12_D12:2;conv-26_session_12_D12:3;conv-26_session_16_D16:8;conv-26_session_18_D18:6;conv-26_session_19_D19:4;conv-26_session_2_D2:10;conv-26_session_5_D5:4;conv-26_session_5_D5:5,conv-26_session_14_D14:4;conv-26_session_8_D8:5;conv-26_session_12_D12:2;conv-26_session_12_D12:3;conv-26_session_16_D16:8;conv-26_session_18_D18:6;conv-26_session_19_D19:4;conv-26_session_2_D2:10;conv-26_session_5_D5:4;conv-26_session_5_D5:5,conv-26_session_14_D14:4;conv-26_session_8_D8:5;conv-26_session_12_D12:2;conv-26_session_12_D12:3;conv-26_session_16_D16:8;conv-26_session_18_D18:6;conv-26_session_19_D19:4;conv-26_session_2_D2:10;conv-26_session_5_D5:4;conv-26_session_5_D5:5
conv-26_qa_112,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_18_D18:6;conv-26_session_15_D15:4;conv-26_session_16_D16:17;conv-26_session_17_D17:13;conv-26_session_18_D18:17;conv-26_session_19_D19:4;conv-26_session_2_D2:10;conv-26_session_8_D8:3;conv-26_session_10_D10:10;conv-26_session_10_D10:13,conv-26_session_18_D18:6;conv-26_session_15_D15:4;conv-26_session_16_D16:17;conv-26_session_17_D17:13;conv-26_session_18_D18:17;conv-26_session_19_D19:4;conv-26_session_2_D2:10;conv-26_session_8_D8:3;conv-26_session_10_D10:10;conv-26_session_10_D10:13,conv-26_session_18_D18:6;conv-26_session_15_D15:4;conv-26_session_16_D16:17;conv-26_session_17_D17:13;conv-26_session_18_D18:17;conv-26_session_19_D19:4;conv-26_session_2_D2:10;conv-26_session_8_D8:3;conv-26_session_10_D10:10;conv-26_session_10_D10:13
conv-26_qa_113,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_13_D13:1;conv-26_session_8_D8:9;conv-26_session_13_D13:16;conv-26_session_15_D15:4;conv-26_session_18_D18:17;conv-26_session_19_D19:2;conv-26_session_1_D1:4;conv-26_session_2_D2:13;conv-26_session_8_D8:22;conv-26_session_10_D10:15,conv-26_session_13_D13:1;conv-26_session_8_D8:9;conv-26_session_13_D13:16;conv-26_session_15_D15:4;conv-26_session_18_D18:17;conv-26_session_19_D19:2;conv-26_session_1_D1:4;conv-26_session_2_D2:13;conv-26_session_8_D8:22;conv-26_session_10_D10:15,conv-26_session_13_D13:1;conv-26_session_8_D8:9;conv-26_session_13_D13:16;conv-26_session_15_D15:4;conv-26_session_18_D18:17;conv-26_session_19_D19:2;conv-26_session_1_D1:4;conv-26_session_2_D2:13;conv-26_session_8_D8:22;conv-26_session_10_D10:15
conv-26_qa_114,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8;conv-26_session_11_D11:1;conv-26_session_11_D11:11;conv-26_session_11_D11:13;conv-26_session_11_D11:15;conv-26_session_11_D11:3,conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8;conv-26_session_11_D11:1;conv-26_session_11_D11:11;conv-26_session_11_D11:13;conv-26_session_11_D11:15;conv-26_session_11_D11:3,conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8;conv-26_session_11_D11:1;conv-26_session_11_D11:11;conv-26_session_11_D11:13;conv-26_session_11_D11:15;conv-26_session_11_D11:3
conv-26_qa_115,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_16_D16:9;conv-26_session_18_D18:4;conv-26_session_2_D2:4;conv-26_session_8_D8:11;conv-26_session_8_D8:12;conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16,conv-26_session_16_D16:9;conv-26_session_18_D18:4;conv-26_session_2_D2:4;conv-26_session_8_D8:11;conv-26_session_8_D8:12;conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16,conv-26_session_16_D16:9;conv-26_session_18_D18:4;conv-26_session_2_D2:4;conv-26_session_8_D8:11;conv-26_session_8_D8:12;conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16
conv-26_qa_116,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_11_D11:11;conv-26_session_16_D16:9;conv-26_session_17_D17:14;conv-26_session_9_D9:15;conv-26_session_11_D11:13;conv-26_session_11_D11:15;conv-26_session_11_D11:8;conv-26_session_12_D12:6;conv-26_session_12_D12:8;conv-26_session_13_D13:11,conv-26_session_11_D11:11;conv-26_session_16_D16:9;conv-26_session_17_D17:14;conv-26_session_9_D9:15;conv-26_session_11_D11:13;conv-26_session_11_D11:15;conv-26_session_11_D11:8;conv-26_session_12_D12:6;conv-26_session_12_D12:8;conv-26_session_13_D13:11,conv-26_session_11_D11:11;conv-26_session_16_D16:9;conv-26_session_17_D17:14;conv-26_session_9_D9:15;conv-26_session_11_D11:13;conv-26_session_11_D11:15;conv-26_session_11_D11:8;conv-26_session_12_D12:6;conv-26_session_12_D12:8;conv-26_session_13_D13:11
conv-26_qa_117,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_10_D10:10;conv-26_session_10_D10:8;conv-26_session_13_D13:15;conv-26_session_14_D14:7;conv-26_session_17_D17:3;conv-26_session_19_D19:3;conv-26_session_19_D19:4;conv-26_session_19_D19:5;conv-26_session_2_D2:16;conv-26_session_10_D10:1,conv-26_session_10_D10:10;conv-26_session_10_D10:8;conv-26_session_13_D13:15;conv-26_session_14_D14:7;conv-26_session_17_D17:3;conv-26_session_19_D19:3;conv-26_session_19_D19:4;conv-26_session_19_D19:5;conv-26_session_2_D2:16;conv-26_session_10_D10:1,conv-26_session_10_D10:10;conv-26_session_10_D10:8;conv-26_session_13_D13:15;conv-26_session_14_D14:7;conv-26_session_17_D17:3;conv-26_session_19_D19:3;conv-26_session_19_D19:4;conv-26_session_19_D19:5;conv-26_session_2_D2:16;conv-26_session_10_D10:1
conv-26_qa_118,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_10_D10:12;conv-26_session_10_D10:14;conv-26_session_8_D8:32;conv-26_session_10_D10:23;conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_18_D18:12;conv-26_session_18_D18:17;conv-26_session_18_D18:22;conv-26_session_18_D18:3,conv-26_session_10_D10:12;conv-26_session_10_D10:14;conv-26_session_8_D8:32;conv-26_session_10_D10:23;conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_18_D18:12;conv-26_session_18_D18:17;conv-26_session_18_D18:22;conv-26_session_18_D18:3,conv-26_session_10_D10:12;conv-26_session_10_D10:14;conv-26_session_8_D8:32;conv-26_session_10_D10:23;conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_18_D18:12;conv-26_session_18_D18:17;conv-26_session_18_D18:22;conv-26_session_18_D18:3
conv-26_qa_119,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_10_D10:14;conv-26_session_10_D10:16;conv-26_session_11_D11:5;conv-26_session_13_D13:1;conv-26_session_14_D14:10;conv-26_session_14_D14:3;conv-26_session_14_D14:9;conv-26_session_15_D15:4;conv-26_session_16_D16:15;conv-26_session_17_D17:12,conv-26_session_10_D10:14;conv-26_session_10_D10:16;conv-26_session_11_D11:5;conv-26_session_13_D13:1;conv-26_session_14_D14:10;conv-26_session_14_D14:3;conv-26_session_14_D14:9;conv-26_session_15_D15:4;conv-26_session_16_D16:15;conv-26_session_17_D17:12,conv-26_session_10_D10:14;conv-26_session_10_D10:16;conv-26_session_11_D11:5;conv-26_session_13_D13:1;conv-26_session_14_D14:10;conv-26_session_14_D14:3;conv-26_session_14_D14:9;conv-26_session_15_D15:4;conv-26_session_16_D16:15;conv-26_session_17_D17:12
conv-26_qa_12,2,BM25,conv-26,419,419,419,True,True,True,conv-26_session_4_D4:5;conv-26_session_11_D11:1;conv-26_session_16_D16:2;conv-26_session_16_D16:6;conv-26_session_17_D17:10;conv-26_session_1_D1:16;conv-26_session_3_D3:2;conv-26_session_9_D9:1;conv-26_session_10_D10:2;conv-26_session_10_D10:24,conv-26_session_4_D4:5;conv-26_session_11_D11:1;conv-26_session_16_D16:2;conv-26_session_16_D16:6;conv-26_session_17_D17:10;conv-26_session_1_D1:16;conv-26_session_3_D3:2;conv-26_session_9_D9:1;conv-26_session_10_D10:2;conv-26_session_10_D10:24,conv-26_session_4_D4:5;conv-26_session_11_D11:1;conv-26_session_16_D16:2;conv-26_session_16_D16:6;conv-26_session_17_D17:10;conv-26_session_1_D1:16;conv-26_session_3_D3:2;conv-26_session_9_D9:1;conv-26_session_10_D10:2;conv-26_session_10_D10:24
conv-26_qa_120,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_13_D13:1;conv-26_session_13_D13:8;conv-26_session_14_D14:3;conv-26_session_14_D14:30;conv-26_session_4_D4:5;conv-26_session_10_D10:1;conv-26_session_10_D10:15;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_10_D10:8,conv-26_session_13_D13:1;conv-26_session_13_D13:8;conv-26_session_14_D14:3;conv-26_session_14_D14:30;conv-26_session_4_D4:5;conv-26_session_10_D10:1;conv-26_session_10_D10:15;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_10_D10:8,conv-26_session_13_D13:1;conv-26_session_13_D13:8;conv-26_session_14_D14:3;conv-26_session_14_D14:30;conv-26_session_4_D4:5;conv-26_session_10_D10:1;conv-26_session_10_D10:15;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_10_D10:8
conv-26_qa_121,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_11_D11:1;conv-26_session_4_D4:5;conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16;conv-26_session_11_D11:2;conv-26_session_11_D11:4;conv-26_session_12_D12:13,conv-26_session_11_D11:1;conv-26_session_4_D4:5;conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16;conv-26_session_11_D11:2;conv-26_session_11_D11:4;conv-26_session_12_D12:13,conv-26_session_11_D11:1;conv-26_session_4_D4:5;conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16;conv-26_session_11_D11:2;conv-26_session_11_D11:4;conv-26_session_12_D12:13
conv-26_qa_122,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_12_D12:3;conv-26_session_12_D12:2;conv-26_session_12_D12:5;conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_14_D14:4;conv-26_session_14_D14:7;conv-26_session_16_D16:13;conv-26_session_16_D16:8;conv-26_session_16_D16:9,conv-26_session_12_D12:3;conv-26_session_12_D12:2;conv-26_session_12_D12:5;conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_14_D14:4;conv-26_session_14_D14:7;conv-26_session_16_D16:13;conv-26_session_16_D16:8;conv-26_session_16_D16:9,conv-26_session_12_D12:3;conv-26_session_12_D12:2;conv-26_session_12_D12:5;conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_14_D14:4;conv-26_session_14_D14:7;conv-26_session_16_D16:13;conv-26_session_16_D16:8;conv-26_session_16_D16:9
conv-26_qa_123,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_11_D11:13;conv-26_session_13_D13:2;conv-26_session_17_D17:22;conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8;conv-26_session_11_D11:1;conv-26_session_11_D11:11,conv-26_session_11_D11:13;conv-26_session_13_D13:2;conv-26_session_17_D17:22;conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8;conv-26_session_11_D11:1;conv-26_session_11_D11:11,conv-26_session_11_D11:13;conv-26_session_13_D13:2;conv-26_session_17_D17:22;conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8;conv-26_session_11_D11:1;conv-26_session_11_D11:11
conv-26_qa_124,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_13_D13:15;conv-26_session_13_D13:2;conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:13;conv-26_session_11_D11:16;conv-26_session_12_D12:13;conv-26_session_12_D12:3,conv-26_session_13_D13:15;conv-26_session_13_D13:2;conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:13;conv-26_session_11_D11:16;conv-26_session_12_D12:13;conv-26_session_12_D12:3,conv-26_session_13_D13:15;conv-26_session_13_D13:2;conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:13;conv-26_session_11_D11:16;conv-26_session_12_D12:13;conv-26_session_12_D12:3
