graph_id,src_id,src_type,relation,dst_id,dst_type,confidence,source,evidence
conv-26,caroline,person,work,work,entity,1.0,locomo_observation_spacy,D9:6
conv-26,caroline,person,have,a_great_time,entity,1.0,locomo_observation_spacy,D9:6
conv-26,caroline,person,plan,an_lgbtq_art_show_with_her_paintings,entity,1.0,locomo_observation_spacy,D9:12
conv-26,caroline,person,paint,a_piece_inspired_by_a_visit_to_an,entity,1.0,locomo_observation_spacy,D9:16
conv-26,caroline,person,join,a_new_lgbtq_activist_group_called_'_connected,entity,1.0,locomo_observation_spacy,D10:3
conv-26,caroline,person,support,each_other_and_positive_changes,entity,1.0,locomo_observation_spacy,D10:5
conv-26,caroline,person,participate,in_a_pride_parade,entity,1.0,locomo_observation_spacy,D10:7
conv-26,melanie,person,enjoy,family_beach_trips_with_her_kids,entity,1.0,locomo_observation_spacy,D10:8
conv-26,melanie,person,include,a_camping_trip_where_they_roast_marshmallows_and,entity,1.0,locomo_observation_spacy,D10:12
conv-26,melanie,person,watch,the_perseid_meteor_shower,entity,1.0,locomo_observation_spacy,D10:14
conv-26,melanie,person,treasure,the_memory_of_her_youngest_child_taking_her,entity,1.0,locomo_observation_spacy,D10:20
conv-26,melanie,person,celebrate,her_daughter_'s_birthday,entity,1.0,locomo_observation_spacy,D11:1
conv-26,melanie,person,value,special_moments,entity,1.0,locomo_observation_spacy,D11:1
conv-26,melanie,person,appreciate,appreciate,entity,1.0,locomo_observation_spacy,D11:7
conv-26,melanie,person,value,value,entity,1.0,locomo_observation_spacy,D11:7
conv-26,melanie,person,admire,caroline_'s_art,entity,1.0,locomo_observation_spacy,D11:13
conv-26,caroline,person,attend,a_pride_parade,entity,1.0,locomo_observation_spacy,D11:4
conv-26,caroline,person,represent,inclusivity_and_diversity_in_her_art,entity,1.0,locomo_observation_spacy,D11:8
conv-26,caroline,person,focus,focus,entity,1.0,locomo_observation_spacy,D11:10
conv-26,caroline,person,paint,paint,entity,1.0,locomo_observation_spacy,D11:12
conv-26,caroline,person,heal,heal,entity,1.0,locomo_observation_spacy,D11:14
conv-26,caroline,person,share,her_art_and_experiences,entity,1.0,locomo_observation_spacy,D11:16
conv-26,caroline,person,run,into_a_group_of_religious_conservatives_who_upset_her,entity,1.0,locomo_observation_spacy,D12:1
conv-26,caroline,person,accept,accept,entity,1.0,locomo_observation_spacy,D12:1
conv-26,caroline,person,express,express,entity,1.0,locomo_observation_spacy,D12:9
conv-26,caroline,person,go,go,entity,1.0,locomo_observation_spacy,D12:11
conv-26,caroline,person,express,appreciation_for_her_friendship_with_melanie,entity,1.0,locomo_observation_spacy,D12:13
conv-26,caroline,person,value,supportive_friends,entity,1.0,locomo_observation_spacy,D12:15
conv-26,melanie,person,finish,another_pottery_project,entity,1.0,locomo_observation_spacy,D12:2
conv-26,melanie,person,has_memory,Melanie_pottery_project_source_happiness,entity,1.0,locomo_observation_spacy,D12:8
conv-26,melanie,person,consider,it,entity,1.0,locomo_observation_spacy,D12:8
conv-26,melanie,person,value,value,entity,1.0,locomo_observation_spacy,D12:14
conv-26,melanie,person,suggest,suggest,entity,1.0,locomo_observation_spacy,D12:16
conv-26,caroline,person,take,the_first_step_towards_becoming_a_mom_by,entity,1.0,locomo_observation_spacy,D13:1
conv-26,caroline,person,attend,an_adoption_advice_assistance_group_to_help_with,entity,1.0,locomo_observation_spacy,D13:1
conv-26,caroline,person,name,oscar,entity,1.0,locomo_observation_spacy,D13:3
conv-26,caroline,person,use,use,entity,1.0,locomo_observation_spacy,D13:7
conv-26,caroline,person,love,horses,entity,1.0,locomo_observation_spacy,D13:7
conv-26,caroline,person,express,herself,entity,1.0,locomo_observation_spacy,D13:13
conv-26,caroline,person,promote,lgbtq_rights,entity,1.0,locomo_observation_spacy,D13:15
conv-26,melanie,person,include,another_cat_named_bailey,entity,1.0,locomo_observation_spacy,D13:4
conv-26,melanie,person,share,a_photo_of_her_horse_painting_that_she,entity,1.0,locomo_observation_spacy,D13:8
conv-26,melanie,person,enjoy,enjoy,entity,1.0,locomo_observation_spacy,D13:10
conv-26,melanie,person,express,herself,entity,1.0,locomo_observation_spacy,D13:14
conv-26,caroline,person,go,last_week,entity,1.0,locomo_observation_spacy,D14:1
conv-26,caroline,person,paint,a_vivid_sunset_inspired_by_a_beach_visit,entity,1.0,locomo_observation_spacy,D14:7
conv-26,caroline,person,transition,transition,entity,1.0,locomo_observation_spacy,D14:13
conv-26,caroline,person,create,a_rainbow_flag_mural_symbolizing_courage_and_strength,entity,1.0,locomo_observation_spacy,D14:15
conv-26,caroline,person,stain,stain,entity,1.0,locomo_observation_spacy,D14:19
conv-26,caroline,person,remind,her,entity,1.0,locomo_observation_spacy,D14:23
conv-26,caroline,person,organize,an_lgbtq_art_show,entity,1.0,locomo_observation_spacy,D14:33
conv-26,melanie,person,relax,relax,entity,1.0,locomo_observation_spacy,D14:4
conv-26,melanie,person,paint,paint,entity,1.0,locomo_observation_spacy,D14:30
conv-26,melanie,person,volunteer,with_her_family,entity,1.0,locomo_observation_spacy,D14:10
conv-26,melanie,person,admire,caroline_'s_courage_as_a_trans_person,entity,1.0,locomo_observation_spacy,D14:16
conv-26,melanie,person,create,a_painting_inspired_by_autumn,entity,1.0,locomo_observation_spacy,D14:32
conv-26,caroline,person,volunteer,at_an_lgbtq+_youth_center,entity,1.0,locomo_observation_spacy,D15:3
conv-26,caroline,person,share,her_story,entity,1.0,locomo_observation_spacy,D15:5
conv-26,caroline,person,plan,plan,entity,1.0,locomo_observation_spacy,D15:9
conv-26,caroline,person,involve,involve,entity,1.0,locomo_observation_spacy,D15:11
conv-26,caroline,person,mention,mention,entity,1.0,locomo_observation_spacy,D15:19
conv-26,caroline,person,start,start,entity,1.0,locomo_observation_spacy,D15:21
conv-26,caroline,person,resonate,with_her_journey_and_determination,entity,1.0,locomo_observation_spacy,D15:23
conv-26,melanie,person,take,her_kids,entity,1.0,locomo_observation_spacy,D15:2
conv-26,melanie,person,play,the_clarinet,entity,1.0,locomo_observation_spacy,D15:26
conv-26,melanie,person,enjoy,"classical_music_like_bach_and_mozart_,_as",entity,1.0,locomo_observation_spacy,D15:28
conv-26,caroline,person,spend,time,entity,1.0,locomo_observation_spacy,D16:1
conv-26,caroline,person,make,a_difference_for_the_lgbtq+_community,entity,1.0,locomo_observation_spacy,D16:5
conv-26,caroline,person,create,art,entity,1.0,locomo_observation_spacy,D16:7
conv-26,caroline,person,use,art,entity,1.0,locomo_observation_spacy,D16:9
conv-26,caroline,person,represent,her_journey,entity,1.0,locomo_observation_spacy,D16:13
conv-26,caroline,person,change,change,entity,1.0,locomo_observation_spacy,D16:15
conv-26,melanie,person,enjoy,"camping_with_her_kids_,_exploring_the_forest",entity,1.0,locomo_observation_spacy,D16:2
conv-26,melanie,person,see,see,entity,1.0,locomo_observation_spacy,D16:4
conv-26,melanie,person,find,a_passion_for_painting_and_pottery,entity,1.0,locomo_observation_spacy,D16:8
conv-26,melanie,person,use,painting_and_pottery,entity,1.0,locomo_observation_spacy,D16:8
conv-26,caroline,person,contact,her_mentor,entity,1.0,locomo_observation_spacy,D17:1
conv-26,caroline,person,see,adoption,entity,1.0,locomo_observation_spacy,D17:3
conv-26,caroline,person,recommend,recommend,entity,1.0,locomo_observation_spacy,D17:7
conv-26,caroline,person,go,to_a_transgender_poetry_reading_event_that_was_empowering_and_celebrated_self___expression,entity,1.0,locomo_observation_spacy,D17:19
conv-26,caroline,person,inspire,inspire,entity,1.0,locomo_observation_spacy,D17:23
conv-26,melanie,person,lead,her,entity,1.0,locomo_observation_spacy,D17:8
conv-26,melanie,person,continue,continue,entity,1.0,locomo_observation_spacy,D17:10
conv-26,melanie,person,enjoy,enjoy,entity,1.0,locomo_observation_spacy,D17:13
conv-26,melanie,person,use,it,entity,1.0,locomo_observation_spacy,D17:16
conv-26,melanie,person,go,on_a_road_trip_with_her_family_which_started_off_with_an_accident_involving_her_son,entity,1.0,locomo_observation_spacy,D18:1
conv-26,melanie,person,get,into_an_accident,entity,1.0,locomo_observation_spacy,D18:1
conv-26,melanie,person,visit,the_grand_canyon,entity,1.0,locomo_observation_spacy,D18:5
conv-26,melanie,person,find,peace_and_serenity_in_nature,entity,1.0,locomo_observation_spacy,D18:19
conv-26,melanie,person,refresh,her_soul,entity,1.0,locomo_observation_spacy,D18:21
conv-26,caroline,person,acknowledge,acknowledge,entity,1.0,locomo_observation_spacy,D18:2
conv-26,caroline,person,give,strength,entity,1.0,locomo_observation_spacy,D18:10
conv-26,caroline,person,appreciate,appreciate,entity,1.0,locomo_observation_spacy,D18:12
conv-26,caroline,person,refresh,refresh,entity,1.0,locomo_observation_spacy,D18:18
conv-26,caroline,person,appreciate,the_peaceful_and_calming_nature_of_spending_quality,entity,1.0,locomo_observation_spacy,D18:22
conv-26,caroline,person,pass,the_adoption_agency_interviews,entity,1.0,locomo_observation_spacy,D19:1
conv-26,caroline,person,include,include,entity,1.0,locomo_observation_spacy,D19:3
conv-26,caroline,person,offer,love_and_support,entity,1.0,locomo_observation_spacy,D19:7
conv-26,caroline,person,go,through_a_tough_process_of_finding_self___acceptance,entity,1.0,locomo_observation_spacy,D19:7
conv-26,caroline,person,receive,invaluable_help,entity,1.0,locomo_observation_spacy,D19:9
conv-26,caroline,person,bring,comfort_and_support,entity,1.0,locomo_observation_spacy,D19:9
conv-26,melanie,person,buy,figurines_that_remind_her_of_family_love,entity,1.0,locomo_observation_spacy,D19:2
conv-26,melanie,person,appreciate,caroline_'s_passion_for_helping_kids,entity,1.0,locomo_observation_spacy,D19:6
conv-26,melanie,person,respect,caroline_'s_journey_of_finding_acceptance,entity,1.0,locomo_observation_spacy,D19:8
conv-26,melanie,person,express,happiness_for_caroline_finding_her_true_self_and,entity,1.0,locomo_observation_spacy,D19:10
conv-26,melanie,person,value,the_mutual_support_they_provide_to_each_other,entity,1.0,locomo_observation_spacy,D19:13
conv-30,gina,person,lose,her_job,entity,1.0,locomo_observation_spacy,D1:3
conv-30,gina,person,use,use,entity,1.0,locomo_observation_spacy,D1:17
conv-30,gina,person,has_memory,Gina_dance_style,entity,1.0,locomo_observation_spacy,D1:9
conv-30,jon,person,lose,his_job,entity,1.0,locomo_observation_spacy,D1:2
conv-30,jon,person,start,his_own_dance_studio,entity,1.0,locomo_observation_spacy,D1:4
conv-30,jon,person,has_memory,Jon_dance_style,entity,1.0,locomo_observation_spacy,D1:8
conv-30,jon,person,practice,"various_dances_with_a_small_group_,_including",entity,1.0,locomo_observation_spacy,D1:24
conv-30,gina,person,launch,an_ad_campaign_for_her_clothing_store,entity,1.0,locomo_observation_spacy,D2:1
conv-30,gina,person,start,her_own_clothing_store,entity,1.0,locomo_observation_spacy,D2:1
conv-30,gina,person,appreciate,appreciate,entity,1.0,locomo_observation_spacy,D2:3
conv-30,gina,person,has_memory,Gina_Rome,entity,1.0,locomo_observation_spacy,D2:5
conv-30,gina,person,avoid,injuries,entity,1.0,locomo_observation_spacy,D2:7
conv-30,gina,person,appreciate,jon_'s_determination_to_make_his_dance_studio,entity,1.0,locomo_observation_spacy,D2:11
conv-30,jon,person,consider,"features_like_size_,_natural_light_,_and",entity,1.0,locomo_observation_spacy,D2:4
conv-30,jon,person,visit,paris,entity,1.0,locomo_observation_spacy,D2:4
conv-30,jon,person,floor,for_his_dance_studio,entity,1.0,locomo_observation_spacy,D2:8
conv-30,jon,person,set,his_dance_studio,entity,1.0,locomo_observation_spacy,D2:10
conv-30,jon,person,believe,in_himself,entity,1.0,locomo_observation_spacy,D2:12
conv-30,jon,person,follow,his_passion_for_dance,entity,1.0,locomo_observation_spacy,D3:1
conv-30,gina,person,expand,her_clothing_store,entity,1.0,locomo_observation_spacy,D3:2
conv-30,gina,person,design,her_clothing_store_space,entity,1.0,locomo_observation_spacy,D3:4
conv-30,gina,person,choose,furniture_and_decor,entity,1.0,locomo_observation_spacy,D3:6
conv-30,gina,person,create,a_comfortable_and_inviting_shopping_experience_for_her,entity,1.0,locomo_observation_spacy,D3:8
conv-30,jon,person,work,on_his_business,entity,1.0,locomo_observation_spacy,D4:3
conv-30,jon,person,reach,his_dreams,entity,1.0,locomo_observation_spacy,D4:5
conv-30,jon,person,search,for_a_dance_studio_location,entity,1.0,locomo_observation_spacy,D4:9
conv-30,jon,person,work,on_new_dance_routines,entity,1.0,locomo_observation_spacy,D4:11
conv-30,jon,person,bring,joy_and_fulfillment,entity,1.0,locomo_observation_spacy,D4:11
conv-30,jon,person,prepare,for_a_dance_competition_near_him_next_month_to_showcase_his_skills,entity,1.0,locomo_observation_spacy,D4:13
conv-30,gina,person,do,do,entity,1.0,locomo_observation_spacy,D4:2
conv-30,gina,person,encourage,jon,entity,1.0,locomo_observation_spacy,D4:4
conv-30,gina,person,support,jon,entity,1.0,locomo_observation_spacy,D4:6
conv-30,gina,person,assure,him,entity,1.0,locomo_observation_spacy,D4:6
conv-30,gina,person,express,full_support_for_jon,entity,1.0,locomo_observation_spacy,D4:6
conv-30,gina,person,encourage,jon,entity,1.0,locomo_observation_spacy,D4:10
conv-30,gina,person,compliment,jon_'s_talent,entity,1.0,locomo_observation_spacy,D4:14
conv-30,gina,person,own,a_store_where_she_sells_fashion_pieces,entity,1.0,locomo_observation_spacy,D5:1
conv-30,gina,person,team,with_a_local_artist_for_some_cool_designs,entity,1.0,locomo_observation_spacy,D5:5
conv-30,gina,person,stand,for_freedom,entity,1.0,locomo_observation_spacy,D5:15
conv-30,jon,person,run,his_own_dance_studio,entity,1.0,locomo_observation_spacy,D5:4
conv-30,jon,person,leave,his_secure_9_5_job,entity,1.0,locomo_observation_spacy,D5:10
conv-30,jon,person,find,joy_and_passion_in_dancing,entity,1.0,locomo_observation_spacy,D5:2
conv-30,jon,person,take,risks,entity,1.0,locomo_observation_spacy,D5:8
conv-30,jon,person,run,his_dance_studio,entity,1.0,locomo_observation_spacy,D5:20
conv-30,jon,person,start,start,entity,1.0,locomo_observation_spacy,D6:1
conv-30,jon,person,lose,his_job,entity,1.0,locomo_observation_spacy,D6:4
conv-30,jon,person,start,his_own_business,entity,1.0,locomo_observation_spacy,D6:11
conv-30,jon,person,inspire,her_determination_awesome,entity,1.0,locomo_observation_spacy,D6:13
conv-30,jon,person,motivate,motivate,entity,1.0,locomo_observation_spacy,D6:15
conv-30,jon,person,encourage,encourage,entity,1.0,locomo_observation_spacy,D6:19
conv-30,gina,person,lose,her_job,entity,1.0,locomo_observation_spacy,D6:4
conv-30,gina,person,open,an_online_clothes_store_which_she_had_been,entity,1.0,locomo_observation_spacy,D6:6
conv-30,gina,person,blend,her_love_for_dance_and_fashion,entity,1.0,locomo_observation_spacy,D6:8
conv-30,gina,person,start,start,entity,1.0,locomo_observation_spacy,D6:12
conv-30,gina,person,inspire,inspire,entity,1.0,locomo_observation_spacy,D6:14
conv-30,gina,person,see,jon,entity,1.0,locomo_observation_spacy,D6:16
conv-30,gina,person,value,value,entity,1.0,locomo_observation_spacy,D6:18
conv-30,jon,person,learn,learn,entity,1.0,locomo_observation_spacy,D7:7
conv-30,gina,person,run,an_online_clothing_store,entity,1.0,locomo_observation_spacy,D7:4
conv-30,gina,person,build,relationships,entity,1.0,locomo_observation_spacy,D7:6
conv-30,jon,person,shut,his_bank_account,entity,1.0,locomo_observation_spacy,D8:1
conv-30,jon,person,handle,changes,entity,1.0,locomo_observation_spacy,D8:3
conv-30,jon,person,expand,his_dance_studio_'s_social_media_presence,entity,1.0,locomo_observation_spacy,D8:13
conv-30,jon,person,host,a_dance_competition,entity,1.0,locomo_observation_spacy,D8:13
conv-30,gina,person,attract,new_customers,entity,1.0,locomo_observation_spacy,D8:4
conv-30,gina,person,fuel,her_creativity,entity,1.0,locomo_observation_spacy,D8:6
conv-30,gina,person,combine,her_passion_for_dance_and_fashion,entity,1.0,locomo_observation_spacy,D8:8
conv-30,gina,person,focus,focus,entity,1.0,locomo_observation_spacy,D8:12
conv-30,gina,person,plan,plan,entity,1.0,locomo_observation_spacy,D8:12
conv-30,jon,person,turn,his_passion_for_dance,entity,1.0,locomo_observation_spacy,D9:1
conv-30,jon,person,fuel,fuel,entity,1.0,locomo_observation_spacy,D9:3
conv-30,jon,person,express,himself,entity,1.0,locomo_observation_spacy,D9:5
conv-30,jon,person,use,use,entity,1.0,locomo_observation_spacy,D9:7
conv-30,jon,person,take,dance_lessons,entity,1.0,locomo_observation_spacy,D9:9
conv-30,jon,person,value,value,entity,1.0,locomo_observation_spacy,D9:9
conv-30,jon,person,push,push,entity,1.0,locomo_observation_spacy,D9:13
conv-30,gina,person,admire,jon,entity,1.0,locomo_observation_spacy,D9:2
conv-30,gina,person,acknowledge,acknowledge,entity,1.0,locomo_observation_spacy,D9:4
conv-30,gina,person,spend,time,entity,1.0,locomo_observation_spacy,D9:8
conv-30,gina,person,bring,bring,entity,1.0,locomo_observation_spacy,D9:10
conv-30,gina,person,encourage,jon,entity,1.0,locomo_observation_spacy,D9:12
conv-30,jon,person,show,that,entity,1.0,locomo_observation_spacy,D10:1
conv-30,jon,person,consider,consider,entity,1.0,locomo_observation_spacy,D10:1
conv-30,jon,person,seek,advice_on_staying_motivated,entity,1.0,locomo_observation_spacy,D10:5
conv-30,jon,person,seek,advice_from_gina,entity,1.0,locomo_observation_spacy,D10:7
conv-30,jon,person,passionate,about_dance,entity,1.0,locomo_observation_spacy,D10:10
conv-30,gina,person,start,her_own_online_clothing_store,entity,1.0,locomo_observation_spacy,D10:2
conv-30,gina,person,find,find,entity,1.0,locomo_observation_spacy,D10:4
conv-30,gina,person,advise,jon,entity,1.0,locomo_observation_spacy,D10:6
conv-30,gina,person,give,jon_tips_to_stay_confident_in_business_by,entity,1.0,locomo_observation_spacy,D10:8
conv-30,gina,person,encourage,jon,entity,1.0,locomo_observation_spacy,D10:10
conv-30,jon,person,lose,his_job,entity,1.0,locomo_observation_spacy,D11:3
conv-30,jon,person,has_memory,dance_Jon_stress_buster_childhood,entity,1.0,locomo_observation_spacy,D11:5
conv-30,jon,person,see,see,entity,1.0,locomo_observation_spacy,D11:7
conv-30,jon,person,teach,others,entity,1.0,locomo_observation_spacy,D11:9
conv-30,jon,person,hop,hop,entity,1.0,locomo_observation_spacy,D11:11
conv-30,gina,person,fix,fix,entity,1.0,locomo_observation_spacy,D11:6
conv-30,gina,person,compare,it,entity,1.0,locomo_observation_spacy,D11:8
conv-30,gina,person,have,an_interview_for_a_design_internship,entity,1.0,locomo_observation_spacy,D11:14
conv-30,gina,person,has_memory,Gina_Jon_dance_studio_project,entity,1.0,locomo_observation_spacy,D11:20
conv-30,gina,person,accept,for_a_fashion_internship_at_a_part___time_position_in_the_fashion_department_of_an_international_company,entity,1.0,locomo_observation_spacy,D12:1
conv-30,jon,person,read,"the_book_""_the_lean_startup_""",entity,1.0,locomo_observation_spacy,D12:6
conv-30,jon,person,work,on_a_business_plan,entity,1.0,locomo_observation_spacy,D12:12
conv-30,jon,person,preppe,for_his_own_dance_studio,entity,1.0,locomo_observation_spacy,D13:3
conv-30,jon,person,want,want,entity,1.0,locomo_observation_spacy,D13:5
conv-30,jon,person,offer,one_on_one_mentoring_and_training,entity,1.0,locomo_observation_spacy,D13:7
conv-30,jon,person,use,"a_mentor_,_goal_setting_,_tracking_achievements",entity,1.0,locomo_observation_spacy,D13:11
conv-30,jon,person,use,a_whiteboard,entity,1.0,locomo_observation_spacy,D13:13
conv-30,jon,person,track,progress,entity,1.0,locomo_observation_spacy,D13:15
conv-30,jon,person,shine,shine,entity,1.0,locomo_observation_spacy,D13:9
conv-30,jon,person,use,"the_system_of_goal_setting_,_tracking_achievements",entity,1.0,locomo_observation_spacy,D13:13
conv-30,gina,person,develop,a_video_presentation,entity,1.0,locomo_observation_spacy,D13:4
conv-30,gina,person,highlight,the_importance_of_staying_positive,entity,1.0,locomo_observation_spacy,D13:20
conv-30,gina,person,value,mentorship,entity,1.0,locomo_observation_spacy,D13:8
conv-30,gina,person,encourage,jon,entity,1.0,locomo_observation_spacy,D13:22
conv-30,gina,person,support,jon,entity,1.0,locomo_observation_spacy,D13:1
conv-30,jon,person,mentor,mentor,entity,1.0,locomo_observation_spacy,D14:1
conv-30,jon,person,work,work,entity,1.0,locomo_observation_spacy,D14:3
conv-30,jon,person,post,dance_videos,entity,1.0,locomo_observation_spacy,D14:5
conv-30,jon,person,perform,perform,entity,1.0,locomo_observation_spacy,D14:15
conv-30,jon,person,go,go,entity,1.0,locomo_observation_spacy,D14:13
conv-30,gina,person,work,work,entity,1.0,locomo_observation_spacy,D14:2
